日期,项目ID,广告位ID,代理曝光,代理点击,媒体曝光,媒体点击
2018/3/22,1075,102399,933595,12631,,
2018/3/22,1075,102398,962572,14110,,
2018/3/22,1075,102400,18123,185,,
2018/3/22,1075,102402,15189,181,,
2018/3/22,1075,102401,3582,123,,
2018/3/22,1075,102403,2479073,80003,,
2018/3/22,1075,102397,1015651,15496,,
2018/3/21,1075,102399,2412198,41510,,
2018/3/21,1075,102398,1443023,21626,,
2018/3/21,1075,102400,3516214,17372,,
2018/3/21,1075,102402,3860732,19764,,
2018/3/21,1075,102401,1029609,7236,,
2018/3/21,1075,102403,2343550,88911,,
2018/3/21,1075,102397,3420629,71036,,
2018/3/22,1066,100607,0,369,,
2018/3/22,1066,100868,0,25,,
2018/3/22,1066,101080,0,2691,,
2018/3/22,1066,100880,0,116,,
2018/3/22,1066,101918,1500400,40952,,
2018/3/22,1066,102313,2367798,70849,,
2018/3/22,1066,102316,4074348,70889,,
2018/3/22,1066,102314,2580630,67019,,
2018/3/22,1066,102315,3941740,107876,,
2018/3/21,1066,100607,0,495470,,
2018/3/21,1066,100868,0,53,,
2018/3/21,1066,101080,0,403122,,
2018/3/21,1066,100880,0,8366,,
2018/3/21,1066,101699,0,4,,
2018/3/21,1066,101918,1757101,42416,,
2018/3/21,1066,102313,2459668,62719,,
2018/3/21,1066,102316,4354076,73461,,
2018/3/21,1066,102314,2761687,65990,,
2018/3/21,1066,102315,4139127,103106,,
2018/3/20,1066,100607,0,24,,
2018/3/20,1066,100868,0,586,,
2018/3/20,1066,101080,0,33,,
2018/3/20,1066,100880,0,512087,,
2018/3/20,1066,101918,1745843,39992,,
2018/3/20,1066,102313,2574968,63484,,
2018/3/20,1066,102316,4403900,71951,,
2018/3/20,1066,102314,2826710,65347,,
2018/3/20,1066,102315,4290085,98503,,
2018/3/19,1066,100868,0,704324,,
2018/3/19,1066,101080,0,25,,
2018/3/19,1066,100880,0,10,,
2018/3/19,1066,101918,2033279,47862,,
2018/3/19,1066,102313,2551676,60474,,
2018/3/19,1066,102316,4888498,80710,,
2018/3/19,1066,102314,3209947,74736,,
2018/3/19,1066,102315,4590042,106950,,
2018/3/22,1060,102194,309,75,,
2018/3/22,1060,102195,140,0,,
2018/3/22,1060,102196,245,1,,
2018/3/22,1060,102197,386,54,,
2018/3/22,1060,102198,190,0,,
2018/3/22,1060,102199,218,2,,
2018/3/22,1060,102248,7,2,,
2018/3/22,1060,102247,7,2,,
2018/3/22,1060,102252,19,77,,
2018/3/22,1060,102250,4,0,,
2018/3/22,1060,102249,67,79,,
2018/3/21,1060,102194,359,1,,
2018/3/21,1060,102195,128,4,,
2018/3/21,1060,102196,202,0,,
2018/3/21,1060,102197,410,0,,
2018/3/21,1060,102198,195,1,,
2018/3/21,1060,102199,286,0,,
2018/3/21,1060,102248,12,0,,
2018/3/21,1060,102247,17,0,,
2018/3/21,1060,102252,5,0,,
2018/3/21,1060,102250,3,0,,
2018/3/21,1060,102249,77,0,,
2018/3/20,1060,102194,492,0,,
2018/3/20,1060,102195,139,0,,
2018/3/20,1060,102196,263,2,,
2018/3/20,1060,102197,509,2,,
2018/3/20,1060,102198,234,1,,
2018/3/20,1060,102199,280,2,,
2018/3/20,1060,102248,21,0,,
2018/3/20,1060,102247,25,0,,
2018/3/20,1060,102252,7,0,,
2018/3/20,1060,102251,1,0,,
2018/3/20,1060,102250,5,0,,
2018/3/20,1060,102249,153,0,,
2018/3/19,1060,102194,593,0,,
2018/3/19,1060,102195,251,0,,
2018/3/19,1060,102196,342,2,,
2018/3/19,1060,102197,695,0,,
2018/3/19,1060,102198,242,1,,
2018/3/19,1060,102199,335,5,,
2018/3/19,1060,102248,30,0,,
2018/3/19,1060,102247,90,0,,
2018/3/19,1060,102252,1,0,,
2018/3/19,1060,102251,4,0,,
2018/3/19,1060,102250,7,0,,
2018/3/19,1060,102249,176,0,,
2018/3/18,1060,102194,831,2,,
2018/3/18,1060,102195,326,1,,
2018/3/18,1060,102196,544,1,,
2018/3/18,1060,102197,774,2,,
2018/3/18,1060,102198,348,0,,
2018/3/18,1060,102199,646,1,,
2018/3/18,1060,102248,11,0,,
2018/3/18,1060,102247,35,0,,
2018/3/18,1060,102252,7,0,,
2018/3/18,1060,102251,5,0,,
2018/3/18,1060,102250,4,0,,
2018/3/18,1060,102249,311,0,,
2018/3/21,1032,102380,1407267,1222161,,
2018/3/20,1032,102380,6940437,4018397,,
2018/3/19,1032,102380,4638556,2828664,,
2018/3/21,1068,101816,7869098,3540564,,
2018/3/20,1068,101816,3894819,2312805,,
2018/3/19,1068,101816,5865102,3147356,,
2018/3/18,1068,101816,6803393,3342732,,
2018/3/22,1073,102394,0,1,,
2018/3/22,1073,102393,0,1,,
2018/3/22,1073,102392,0,1,,
2018/3/22,1073,102391,0,1,,
2018/3/22,1073,102390,0,2,,
2018/3/22,1073,101043,0,1,,
2018/3/22,1073,102389,0,1,,
2018/3/22,1073,102388,0,1,,
2018/3/22,1073,102387,0,1,,
2018/3/22,1073,102386,0,4,,
2018/3/22,1073,101580,0,53,,
2018/3/22,1073,101687,0,1,,
2018/3/22,1073,101686,0,1,,
2018/3/22,1073,101685,0,1,,
2018/3/22,1073,101056,0,1,,
2018/3/21,1073,102387,0,1,,
2018/3/21,1073,101686,0,1,,
2018/3/22,1071,101111,0,6,,
2018/3/22,1071,101110,0,11,,
2018/3/22,1071,101109,0,76,,
2018/3/22,1071,101108,0,4,,
2018/3/22,1071,101107,0,21,,
2018/3/22,1071,101056,0,1,,
2018/3/21,1071,101111,0,27343,,
2018/3/21,1071,101110,0,32683,,
2018/3/21,1071,101109,0,42248,,
2018/3/21,1071,101108,0,24610,,
2018/3/21,1071,101107,0,44727,,
2018/3/21,1071,101056,0,1,,
2018/3/20,1071,102366,0,1,,
2018/3/20,1071,101056,0,3,,
2018/3/19,1071,102136,0,1,,
2018/3/19,1071,102356,0,1,,
2018/3/19,1071,101117,0,1,,
2018/3/19,1071,101056,0,3,,
2018/3/18,1071,102232,0,4,,
2018/3/18,1071,102357,0,2,,
2018/3/18,1071,102356,0,3,,
2018/3/18,1071,102366,0,33,,
2018/3/18,1071,102365,0,31,,
2018/3/18,1071,102364,0,39,,
2018/3/18,1071,102363,0,39,,
2018/3/18,1071,101117,0,5,,
2018/3/18,1071,101116,0,6,,
2018/3/18,1071,101114,0,6,,
2018/3/18,1071,101113,0,5,,
2018/3/18,1071,101112,0,4,,
2018/3/18,1071,101111,0,6,,
2018/3/18,1071,101110,0,5,,
2018/3/18,1071,101109,0,5,,
2018/3/18,1071,101108,0,5,,
2018/3/18,1071,101107,0,6,,
2018/3/22,1064,102327,0,89,,
2018/3/22,1064,102326,0,87,,
2018/3/22,1064,100707,0,1,,
2018/3/22,1064,102336,0,4,,
2018/3/21,1064,102327,0,205,,
2018/3/21,1064,102326,0,204,,
2018/3/21,1064,100709,0,1,,
2018/3/21,1064,100706,0,1,,
2018/3/21,1064,100703,0,1,,
2018/3/21,1064,102336,0,1,,
2018/3/20,1064,102327,0,218,,
2018/3/20,1064,102326,0,218,,
2018/3/20,1064,102325,0,1,,
2018/3/20,1064,100708,0,1,,
2018/3/20,1064,100703,0,2,,
2018/3/20,1064,102336,0,24,,
2018/3/19,1064,102327,0,190,,
2018/3/19,1064,102326,0,192,,
2018/3/19,1064,102325,0,5,,
2018/3/19,1064,102324,0,1,,
2018/3/19,1064,100705,0,1,,
2018/3/19,1064,100703,0,5,,
2018/3/19,1064,102336,0,58,,
2018/3/18,1064,102328,0,1,,
2018/3/18,1064,102327,0,210,,
2018/3/18,1064,102326,0,213,,
2018/3/18,1064,102325,0,1,,
2018/3/18,1064,102324,0,1,,
2018/3/18,1064,100705,0,1,,
2018/3/18,1064,100703,0,2,,
2018/3/18,1064,102336,0,162,,
2018/3/22,1067,101414,0,2898,,
2018/3/22,1067,102270,0,1,,
2018/3/22,1067,100709,0,1,,
2018/3/22,1067,100707,0,2,,
2018/3/22,1067,100706,0,2,,
2018/3/22,1067,100705,0,3,,
2018/3/22,1067,100703,0,6,,
2018/3/21,1067,100831,0,2,,
2018/3/21,1067,101414,0,3348,,
2018/3/21,1067,102270,0,1,,
2018/3/21,1067,100707,0,2,,
2018/3/21,1067,100706,0,1,,
2018/3/21,1067,100703,0,3,,
2018/3/20,1067,100831,0,4,,
2018/3/20,1067,101414,0,4529,,
2018/3/20,1067,100708,0,1,,
2018/3/20,1067,100707,0,2,,
2018/3/20,1067,100705,0,4,,
2018/3/20,1067,100703,0,10,,
2018/3/19,1067,100831,0,2,,
2018/3/19,1067,100713,0,1,,
2018/3/19,1067,101414,0,6889,,
2018/3/19,1067,100740,0,1,,
2018/3/19,1067,100708,0,1,,
2018/3/19,1067,100707,0,5,,
2018/3/19,1067,100705,0,5,,
2018/3/19,1067,100703,0,4,,
2018/3/18,1067,101414,0,8602,,
2018/3/18,1067,100740,0,1,,
2018/3/18,1067,100707,0,1,,
2018/3/18,1067,100705,0,2,,
2018/3/18,1067,100703,0,8,,
2018/3/21,1068,101785,2342615,1235837,,
2018/3/20,1068,101785,2294520,1232233,,
2018/3/19,1068,101785,2377674,1309082,,
2018/3/18,1068,101785,3305543,1995919,,
2018/3/22,1053,100830,0,1,,
2018/3/22,1053,100705,0,1,,
2018/3/22,1053,100703,0,2,,
2018/3/22,1053,100734,0,96,,
2018/3/22,1053,102125,0,1,,
2018/3/22,1053,101106,0,1,,
2018/3/22,1053,100728,0,1,,
2018/3/22,1031,101941,0,3,,
2018/3/22,1053,102243,0,1,,
2018/3/22,1053,102122,0,1,,
2018/3/22,1053,101409,0,3,,
2018/3/22,1053,102120,0,2,,
2018/3/22,1053,101056,0,2,,
2018/3/21,1053,102226,0,1,,
2018/3/21,1053,100830,0,1,,
2018/3/21,1053,100734,0,1,,
2018/3/21,1031,101941,0,1,,
2018/3/21,1053,101409,0,1,,
2018/3/21,1053,101056,0,1,,
2018/3/20,1053,102261,0,1,,
2018/3/20,1053,100705,0,2,,
2018/3/20,1053,102147,0,2,,
2018/3/20,1053,100734,0,1,,
2018/3/20,1053,101409,0,1,,
2018/3/20,1053,101056,0,1,,
2018/3/19,1053,102261,0,1,,
2018/3/19,1053,101413,0,1,,
2018/3/19,1053,100705,0,2,,
2018/3/19,1053,100703,0,2,,
2018/3/19,1053,100734,0,4,,
2018/3/19,1053,102124,0,1,,
2018/3/19,1053,102123,0,1,,
2018/3/19,1031,101941,0,4,,
2018/3/19,1053,102122,0,2,,
2018/3/19,1053,102121,0,3,,
2018/3/19,1053,101409,0,5,,
2018/3/19,1053,101056,0,8,,
2018/3/18,1053,100830,0,1,,
2018/3/18,1053,102255,1,0,,
2018/3/18,1053,100829,0,1,,
2018/3/18,1053,101413,0,1,,
2018/3/18,1053,100734,0,11,,
2018/3/18,1053,102125,0,1,,
2018/3/18,1031,101941,0,3,,
2018/3/18,1053,102122,0,3,,
2018/3/18,1053,102121,0,2,,
2018/3/18,1053,101409,0,2,,
2018/3/18,1053,101056,0,7,,
2018/3/22,1048,100703,0,4,,
2018/3/21,1048,100703,0,2,,
2018/3/20,1048,100708,0,1,,
2018/3/20,1048,100707,0,1,,
2018/3/20,1048,100706,0,1,,
2018/3/20,1048,100705,0,5,,
2018/3/20,1048,100703,0,24,,
2018/3/19,1048,100709,0,3,,
2018/3/19,1048,100707,0,9,,
2018/3/19,1048,100706,0,2,,
2018/3/19,1048,100705,0,9,,
2018/3/19,1048,100703,0,47,,
2018/3/18,1048,100708,0,4,,
2018/3/18,1048,100707,0,8,,
2018/3/18,1048,100706,0,3,,
2018/3/18,1048,100705,0,12,,
2018/3/18,1048,100703,0,59,,
2018/3/22,1051,101056,0,1,,
2018/3/21,1051,100831,0,1,,
2018/3/21,1047,100707,0,1,,
2017/10/18,325,10110,,,1803984,7252
2017/10/18,325,10111,,,600091,4251
2017/10/18,325,10112,,,700082,3140
2017/10/19,325,10110,,,807705,3378
2017/10/19,325,10111,,,705017,4576
2017/10/19,325,10112,,,705270,3482
2017/10/20,325,10110,,,692274,2860
2017/10/20,325,10111,,,701877,4862
2017/10/20,325,10112,,,702635,3490
2017/10/21,325,10110,,,690715,2834
2017/10/21,325,10111,,,700395,4638
2017/10/21,325,10112,,,699323,3584
2017/10/22,325,10110,,,691081,2940
2017/10/22,325,10111,,,720028,4456
2017/10/22,325,10112,,,717891,3849
2017/10/23,325,10110,,,690353,2681
2017/10/23,325,10111,,,721098,4896
2017/10/23,325,10112,,,725817,3760
2017/10/24,325,10110,,,692592,2688
2017/10/24,325,10111,,,721540,5216
2017/10/24,325,10112,,,673775,3327
2017/10/30,325,10681,,,1812923,10632
2017/10/31,325,10681,,,738262,6629
2017/11/1,325,10681,,,783068,7564
2017/11/2,325,10681,,,735964,5575
2017/11/3,325,10681,,,723328,5880
2017/11/23,360,12154,,,288989,27988
2017/11/24,360,12154,,,557854,49990
2017/11/25,360,12154,,,324113,28200
2017/11/26,360,12154,,,203201,17920
2017/11/27,360,12154,,,115443,10075
2017/11/28,360,12154,,,91557,7839
2017/11/29,360,12154,,,92318,7769
2017/11/30,360,12154,,,206326,13903
2017/12/1,360,12154,,,313696,17532
2017/12/2,360,12154,,,270236,15794
2017/12/3,360,12154,,,197428,11973
2017/12/4,360,12154,,,118650,7241
2017/12/5,360,12154,,,107301,6190
2017/12/5,367,12349,,,9945072,122525
2017/12/5,367,8663,,,3913496,121375
2017/12/6,360,12154,,,99881,6116
2017/12/7,335,12088,,,7810,812
2017/12/7,335,12089,,,1140,21
2017/12/7,360,12154,,,99590,6151
2017/12/7,367,12349,,,9830028,115083
2017/12/7,367,8663,,,3326057,89149
2017/12/7,368,5400,,,6557445,336415
2017/12/7,373,12416,,,3026879,49931
2017/12/7,373,12417,,,1951229,23400
2017/12/8,335,12088,,,5086,501
2017/12/8,335,12089,,,1306,21
2017/12/8,360,12154,,,101439,6070
2017/12/9,335,12088,,,4531,356
2017/12/9,335,12089,,,1191,24
2017/12/9,360,12154,,,127250,7552
2017/12/10,335,12088,,,4704,414
2017/12/10,335,12089,,,1159,20
2017/12/10,360,12154,,,120853,7218
2017/12/10,368,10609,,,10541669,1161049
2017/12/10,368,111,,,1789287,24096
2017/12/10,368,1455,,,147455,114
2017/12/10,368,456,,,34699,20
2017/12/10,369,5400,,,6769451,318912
2017/12/11,335,11906,,,22815054,1279639
2017/12/11,335,12088,,,3711,258
2017/12/11,335,12089,,,923,12
2017/12/11,360,12154,,,82008,4871
2017/12/11,368,111,,,1576829,19514
2017/12/11,368,12349,,,2722871,107448
2017/12/11,368,1455,,,131724,86
2017/12/11,368,2530,,,15943669,983338
2017/12/11,368,455,,,159278,71
2017/12/11,368,456,,,27812,24
2017/12/11,368,5400,,,6657785,296424
2017/12/11,368,8663,,,3103738,88023
2017/12/11,369,10609,,,10079465,1026552
2017/12/11,372,100645,,,16413519,1013868
2017/12/12,335,12088,,,3317,290
2017/12/12,335,12089,,,888,18
2017/12/12,360,12154,,,76473,4294
2017/12/12,368,11014,,,19138901,1034969
2017/12/12,368,111,,,1548577,22748
2017/12/12,368,12349,,,2346836,83520
2017/12/12,368,1455,,,146910,99
2017/12/12,368,2530,,,14148599,794734
2017/12/12,368,455,,,130148,88
2017/12/12,368,8663,,,3105512,91995
2017/12/12,369,5400,,,6352960,301125
2017/12/12,372,100641,,,9519693,318880
2017/12/12,372,100644,,,6000166,55006
2017/12/12,372,100645,,,15291193,911394
2017/12/12,372,100646,,,6607148,422670
2017/12/12,372,100647,,,0,167232
2017/12/12,372,100648,,,0,67742
2017/12/12,372,100649,,,0,8203
2017/12/12,372,100813,,,1548070,22568
2017/12/12,372,100814,,,129432,140
2017/12/12,372,100815,,,28588,29
2017/12/12,376,12349,,,8510709,94345
2017/12/12,376,2530,,,14271692,817294
2017/12/12,376,8663,,,2980991,83481
2017/12/12,377,12482,,,507396,18000
2017/12/13,335,12088,,,8063,1509
2017/12/13,335,12089,,,1267,26
2017/12/13,360,12154,,,81333,4737
2017/12/13,377,12482,,,915734,28693
2017/12/14,335,12088,,,20252,4909
2017/12/14,335,12089,,,1028,27
2017/12/14,360,12154,,,88512,5194
2017/12/14,377,12482,,,374530,12450
2017/12/14,377,12483,,,506500,13143
2017/12/15,335,12088,,,3471,209
2017/12/15,335,12089,,,1365,12
2017/12/15,360,12154,,,92184,5455
2017/12/15,377,12482,,,236304,8033
2017/12/15,377,12483,,,877629,20546
2017/12/15,379,12497,,,5716230,342760
2017/12/15,379,12498,,,2540449,192646
2017/12/16,335,12088,,,2898,146
2017/12/16,335,12089,,,1229,18
2017/12/16,360,12154,,,108581,6174
2017/12/16,377,12482,,,187175,6523
2017/12/16,377,12483,,,331779,7846
2017/12/16,377,12484,,,498906,11092
2017/12/16,379,12497,,,11730944,680845
2017/12/16,379,12498,,,6046716,466460
2017/12/17,335,12088,,,2665,148
2017/12/17,335,12089,,,1140,14
2017/12/17,360,12154,,,100686,5727
2017/12/17,377,12482,,,165201,5758
2017/12/17,377,12483,,,228959,5340
2017/12/17,377,12484,,,911561,18230
2017/12/17,379,12497,,,5433501,287629
2017/12/17,379,12498,,,3115870,211431
2017/12/18,335,12088,,,2104,112
2017/12/18,335,12089,,,912,22
2017/12/18,360,12154,,,65082,3757
2017/12/18,377,12482,,,135425,4542
2017/12/18,377,12483,,,170821,3891
2017/12/18,377,12484,,,392288,7504
2017/12/18,379,12497,,,2362904,133640
2017/12/18,379,12498,,,1197846,67987
2017/12/19,360,12154,,,59976,3460
2017/12/19,377,12482,,,262844,5800
2017/12/19,377,12483,,,135378,3027
2017/12/19,377,12484,,,263837,6292
2017/12/19,379,12497,,,2220445,132854
2017/12/19,379,12498,,,1105334,59306
2017/12/19,381,12349,,,3006071,123704
2017/12/19,381,8663,,,3506544,111002
2017/12/19,385,12609,,,5055759,105385
2017/12/20,360,12154,,,58344,3262
2017/12/20,377,12482,,,455269,6720
2017/12/20,377,12483,,,121677,2719
2017/12/20,377,12484,,,205018,4861
2017/12/20,377,12485,,,299591,5549
2017/12/20,379,12497,,,1680816,79348
2017/12/20,379,12498,,,982492,46909
2017/12/20,381,111,,,1857684,25148
2017/12/20,381,1455,,,149948,112
2017/12/20,381,805,,,73578,49
2017/12/21,360,12154,,,59948,3229
2017/12/21,377,12482,,,261436,4297
2017/12/21,377,12483,,,241319,3708
2017/12/21,377,12484,,,166271,3934
2017/12/21,377,12485,,,608858,9934
2017/12/21,379,12497,,,1898348,81800
2017/12/21,379,12498,,,991642,54736
2017/12/21,388,111,,,1684189,23095
2017/12/21,388,12349,,,1445807,59002
2017/12/21,388,12704,,,51641663,548814
2017/12/21,388,12705,,,8071565,109463
2017/12/21,388,1455,,,151966,126
2017/12/21,388,805,,,73227,43
2017/12/21,388,8663,,,3294069,98752
2017/12/21,66674,100906,,,6103480,263453
2017/12/22,335,12706,,,45266702,1826192
2017/12/22,360,12154,,,62505,3471
2017/12/22,377,12482,,,199443,3485
2017/12/22,377,12483,,,419017,4509
2017/12/22,377,12484,,,140832,3356
2017/12/22,377,12485,,,265694,4281
2017/12/22,379,12497,,,4058187,204575
2017/12/22,379,12498,,,2103888,150306
2017/12/22,381,2530,,,18036727,1161054
2017/12/22,381,5400,,,6115267,310442
2017/12/22,66674,100641,,,9491637,306294
2017/12/22,66674,100813,,,1690239,27378
2017/12/22,66674,100814,,,147987,93
2017/12/22,66674,100905,,,71875,66
2017/12/23,335,11906,,,29110338,1265774
2017/12/23,360,12154,,,79638,4108
2017/12/23,377,12482,,,171939,3305
2017/12/23,377,12483,,,246755,3062
2017/12/23,377,12484,,,267303,4621
2017/12/23,377,12485,,,179413,2974
2017/12/23,379,12497,,,9594883,470852
2017/12/23,379,12498,,,5038941,326062
2017/12/24,335,11906,,,30698181,1354970
2017/12/24,360,12154,,,74274,3915
2017/12/24,377,12482,,,153108,2991
2017/12/24,377,12483,,,193256,2387
2017/12/24,377,12484,,,443543,5370
2017/12/24,377,12485,,,138474,2284
2017/12/24,379,12497,,,4882104,214014
2017/12/24,379,12498,,,2828380,164906
2017/12/24,66674,100813,,,1752234,28439
2017/12/24,66674,100814,,,164001,97
2017/12/24,66674,100905,,,74875,58
2017/12/25,360,12154,,,53119,2835
2017/12/25,377,12482,,,138453,2562
2017/12/25,377,12483,,,166501,2132
2017/12/25,377,12484,,,292203,3797
2017/12/25,377,12485,,,116312,1865
2017/12/25,379,12497,,,2528789,93112
2017/12/25,379,12498,,,1160326,57523
2017/12/25,66674,100645,,,22306593,1392654
2017/12/25,66674,100906,,,6507858,330949
2017/12/26,360,12154,,,51727,2573
2017/12/26,377,12482,,,128047,2415
2017/12/26,377,12483,,,147434,1883
2017/12/26,377,12484,,,228257,3124
2017/12/26,377,12485,,,98705,1715
2017/12/26,379,12497,,,2182116,72063
2017/12/26,379,12498,,,874897,44802
2017/12/27,360,12154,,,52029,2699
2017/12/27,377,12482,,,120952,2259
2017/12/27,377,12483,,,135348,1674
2017/12/27,377,12484,,,191701,2826
2017/12/27,377,12485,,,203945,2575
2017/12/27,379,12497,,,1611907,10418
2017/12/27,379,12498,,,716248,5959
2017/12/28,360,12154,,,54852,3007
2017/12/28,377,12482,,,114148,2315
2017/12/28,377,12483,,,123913,1609
2017/12/28,377,12484,,,167256,2508
2017/12/28,377,12485,,,382848,3711
2017/12/28,379,12497,,,1938005,71381
2017/12/28,379,12498,,,876679,48590
2017/12/28,392,11017,,,4432734,51006
2017/12/28,392,12840,,,5055765,107778
2017/12/28,392,12841,,,1101105,151162
2017/12/28,392,12842,,,3505983,81279
2017/12/29,360,12154,,,64440,3385
2017/12/29,377,12482,,,103602,1989
2017/12/29,377,12483,,,109892,1625
2017/12/29,377,12484,,,144059,2107
2017/12/29,377,12485,,,217479,2149
2017/12/29,379,12497,,,4818093,250771
2017/12/29,379,12498,,,2123491,148410
2017/12/30,360,12154,,,89147,4698
2017/12/30,377,12482,,,97527,1894
2017/12/30,377,12483,,,102124,1458
2017/12/30,377,12484,,,131522,2004
2017/12/30,377,12485,,,162442,1657
2017/12/30,377,12486,,,202484,4000
2017/12/30,379,12497,,,9900177,452815
2017/12/30,379,12498,,,4775307,282340
2017/12/31,360,12154,,,81430,4124
2017/12/31,377,12482,,,88101,1625
2017/12/31,377,12483,,,88764,1178
2017/12/31,377,12484,,,111756,1688
2017/12/31,377,12485,,,123239,1283
2017/12/31,377,12486,,,523177,8837
2017/12/31,379,12497,,,4975411,176499
2017/12/31,379,12498,,,2309562,142020
2017/12/31,389,5400,,,6318912,323074
2018/1/1,360,12154,,,72873,3726
2018/1/1,377,12482,,,89088,1600
2018/1/1,377,12483,,,89687,1260
2018/1/1,377,12484,,,109969,1728
2018/1/1,377,12485,,,112632,1216
2018/1/1,377,12486,,,302213,5075
2018/1/1,379,12497,,,4252941,161942
2018/1/1,379,12498,,,1735283,113762
2018/1/1,389,12349,,,6790014,9634
2018/1/1,389,2530,,,27123725,1808904
2018/1/1,389,5400,,,6607591,335174
2018/1/1,389,8663,,,3592734,129250
2018/1/2,360,12154,,,54284,2773
2018/1/2,377,12482,,,90270,1551
2018/1/2,377,12483,,,91509,1200
2018/1/2,377,12484,,,111714,1571
2018/1/2,377,12485,,,115205,1212
2018/1/2,377,12486,,,247900,3919
2018/1/2,379,12497,,,2345583,90094
2018/1/2,379,12498,,,837505,43431
2018/1/3,325,10111,,,3761839,23482
2018/1/3,325,10112,,,4853160,22421
2018/1/3,360,12154,,,59201,2895
2018/1/3,377,12482,,,92888,1578
2018/1/3,377,12483,,,93226,1177
2018/1/3,377,12484,,,113544,1606
2018/1/3,377,12485,,,110762,1189
2018/1/3,377,12486,,,177841,2574
2018/1/3,379,12497,,,1804644,78521
2018/1/3,379,12498,,,706795,37236
2018/1/4,325,10111,,,3512924,25490
2018/1/4,325,10112,,,2466556,14559
2018/1/4,360,12154,,,63669,2725
2018/1/4,377,12482,,,88260,1395
2018/1/4,377,12483,,,88447,1158
2018/1/4,377,12484,,,108328,1512
2018/1/4,377,12485,,,98517,1064
2018/1/4,377,12486,,,133474,1884
2018/1/4,377,12487,,,746868,17376
2018/1/4,379,12497,,,1752014,85622
2018/1/4,379,12498,,,756406,41571
2018/1/5,325,10111,,,2626267,17524
2018/1/5,325,10112,,,2471113,14391
2018/1/5,360,12146,,,857846,29994
2018/1/5,360,12154,,,77076,3440
2018/1/5,377,12482,,,82653,1246
2018/1/5,377,12483,,,81540,1048
2018/1/5,377,12484,,,99485,1438
2018/1/5,377,12485,,,88006,965
2018/1/5,377,12486,,,107248,1535
2018/1/5,377,12487,,,1171557,24327
2018/1/5,379,12497,,,4811047,255073
2018/1/5,379,12498,,,2095026,125784
2018/1/6,325,10111,,,2626610,18028
2018/1/6,325,10112,,,2471929,12971
2018/1/6,325,12956,,,49927718,3148333
2018/1/6,360,12146,,,648853,22069
2018/1/6,360,12154,,,125368,5436
2018/1/6,377,12482,,,84338,1274
2018/1/6,377,12483,,,82616,1036
2018/1/6,377,12484,,,96159,1311
2018/1/6,377,12485,,,84663,904
2018/1/6,377,12486,,,188287,2353
2018/1/6,377,12487,,,464135,10705
2018/1/6,379,12497,,,8152399,382728
2018/1/6,379,12498,,,4052859,204886
2018/1/7,360,12146,,,235984,7717
2018/1/7,360,12154,,,135545,5449
2018/1/7,377,12482,,,84998,1333
2018/1/7,377,12483,,,83020,1014
2018/1/7,377,12484,,,97641,1340
2018/1/7,377,12485,,,83912,825
2018/1/7,377,12486,,,387727,3976
2018/1/7,377,12487,,,300861,7010
2018/1/7,379,12497,,,5038593,218353
2018/1/7,379,12498,,,2617673,137658
2018/1/8,360,12146,,,134169,3882
2018/1/8,360,12154,,,97945,3886
2018/1/8,377,12482,,,77639,1052
2018/1/8,377,12483,,,73547,894
2018/1/8,377,12484,,,86979,1138
2018/1/8,377,12485,,,73853,813
2018/1/8,377,12486,,,254102,2481
2018/1/8,377,12487,,,208451,4771
2018/1/8,379,12497,,,2274874,78474
2018/1/8,379,12498,,,995766,47005
2018/1/9,1003,100645,,,16458826,992172
2018/1/9,1003,101054,,,5056751,94282
2018/1/9,360,12146,,,94854,2362
2018/1/9,360,12154,,,83171,3232
2018/1/9,377,12482,,,66661,954
2018/1/9,377,12483,,,65696,761
2018/1/9,377,12484,,,75655,909
2018/1/9,377,12485,,,65292,611
2018/1/9,377,12486,,,182014,1703
2018/1/9,377,12487,,,161043,3496
2018/1/9,379,12497,,,1903584,87525
2018/1/9,379,12498,,,788776,37998
2018/1/10,360,12146,,,80094,1955
2018/1/10,360,12154,,,78514,2814
2018/1/10,377,12482,,,63398,833
2018/1/10,377,12483,,,60011,733
2018/1/10,377,12484,,,69900,812
2018/1/10,377,12485,,,59726,624
2018/1/10,377,12486,,,138421,1198
2018/1/10,377,12487,,,133770,2933
2018/1/10,379,12497,,,1562777,71312
2018/1/10,379,12498,,,667549,31771
2018/1/11,360,12146,,,80833,2257
2018/1/11,360,12154,,,74421,2716
2018/1/11,377,12482,,,58528,796
2018/1/11,377,12483,,,57157,609
2018/1/11,377,12484,,,65371,793
2018/1/11,377,12485,,,55380,513
2018/1/11,377,12486,,,115335,1098
2018/1/11,377,12487,,,339978,5429
2018/1/11,379,12497,,,1729543,48873
2018/1/11,379,12498,,,659901,33169
2018/1/12,360,12146,,,338818,7214
2018/1/12,360,12154,,,77701,2853
2018/1/12,377,12482,,,56021,793
2018/1/12,377,12483,,,54755,604
2018/1/12,377,12484,,,61981,692
2018/1/12,377,12485,,,53166,519
2018/1/12,377,12486,,,101811,983
2018/1/12,377,12487,,,573153,6897
2018/1/12,379,12497,,,4493788,189373
2018/1/12,379,12498,,,1775342,102605
2018/1/13,360,12146,,,437418,9284
2018/1/13,360,12154,,,95675,3242
2018/1/13,377,12482,,,54484,723
2018/1/13,377,12483,,,52644,588
